index,budget,genres,homepage,id,keywords,original_language,overview,popularity,production_companies,release_date,revenue,runtime,tagline,title,vote_average,vote_count,cast,crew,director
0,25000000,Drama Crime,,278,prison corruption police brutality prison cell delinquent,en,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",136.747729,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}]",34600,28341469,142,Fear can hold you prisoner. Hope can set you free.,The Shawshank Redemption,8.5,8205,Tim Robbins Morgan Freeman Bob Gunton Clancy Brown Mark Rolston,"[{'name': 'Thomas Newman', 'gender': 2, 'department': 'Sound', 'job': 'Original Music Composer', 'credit_id': '52fe4231c3a36847f800b153', 'id': 153}, {'name': 'Roger Deakins', 'gender': 2, 'department': 'Camera', 'job': 'Director of Photography', 'credit_id': '52fe4231c3a36847f800b159', 'id': 151}, {'name': 'Philip Ivey', 'gender': 2, 'department': 'Costume & Make-Up', 'job': 'Key Hair Stylist', 'credit_id': '575221c29251414c4c000446', 'id': 1317}, {'name': 'Peter Landsdown Smith', 'gender': 2, 'department': 'Art', 'job': 'Art Direction', 'credit_id': '5745cd1692514127cb00062a', 'id': 2026}, {'name': 'Stephen King', 'gender': 2, 'department': 'Writing', 'job': 'Novel', 'credit_id': '575cfd879251412b0c001d2a', 'id': 3027}, {'name': 'Deborah Aquila', 'gender': 1, 'department': 'Production', 'job': 'Casting', 'credit_id': '52fe4231c3a36847f800b171', 'id': 3965}, {'name': 'Frank Darabont', 'gender': 2, 'department': 'Directing', 'job': 'Director', 'credit_id': '52fe4231c3a36847f800b127', 'id': 4027}, {'name': 'Frank Darabont', 'gender': 2, 'department': 'Writing', 'job': 'Writer', 'credit_id': '52fe4231c3a36847f800b17d', 'id': 4027}, {'name': 'Niki Marvin', 'gender': 0, 'department': 'Production', 'job': 'Producer', 'credit_id': '52fe4231c3a36847f800b12d', 'id': 4028}, {'name': 'Richard Francis-Bruce', 'gender': 2, 'department': 'Editing', 'job': 'Editor', 'credit_id': '52fe4231c3a36847f800b15f', 'id': 6581}, {'name': 'Julie Lichter', 'gender': 0, 'department': 'Production', 'job': 'Casting', 'credit_id': '52fe4231c3a36847f800b165', 'id': 6583}, {'name': 'Terence Marsh', 'gender': 2, 'department': 'Art', 'job': 'Production Design', 'credit_id': '52fe4231c3a36847f800b16b', 'id': 6584}, {'name': 'David V. Lester', 'gender': 2, 'department': 'Production', 'job': 'Executive Producer', 'credit_id': '55737903c3a36838d3004e64', 'id': 4054}, {'name': 'David V. Lester', 'gender': 2, 'department': 'Production', 'job': 'Unit Production Manager', 'credit_id': '58bf3ca1c3a36851460011b3', 'id': 4054}, {'name': 'Elizabeth McBride', 'gender': 1, 'department': 'Costume & Make-Up', 'job': 'Costume Design', 'credit_id': '5745cd80c3a3681b9c000684', 'id': 5710}, {'name': 'Michael Seirton', 'gender': 2, 'department': 'Art', 'job': 'Set Decoration', 'credit_id': '5657a69fc3a3683083000231', 'id': 6801}, {'name': 'Bill Bernstein', 'gender': 2, 'department': 'Sound', 'job': 'Music Editor', 'credit_id': '58bf3dfc925141368b0014ca', 'id': 7538}, {'name': ""Brian 'Buzz' Buzzelli"", 'gender': 0, 'department': 'Camera', 'job': 'Grip', 'credit_id': '5745d2ed92514129a0002e65', 'id': 40120}, {'name': 'Liz Glotzer', 'gender': 1, 'department': 'Production', 'job': 'Executive Producer', 'credit_id': '557378f7c3a3686ef90023b9', 'id': 46347}, {'name': 'Sue Bea Montgomery', 'gender': 1, 'department': 'Production', 'job': 'Production Supervisor', 'credit_id': '5745ce56c3a3682a2e0005ef', 'id': 61381}, {'name': 'Sioux Richards', 'gender': 0, 'department': 'Directing', 'job': 'Script Supervisor', 'credit_id': '58bf3ceac3a368516c001245', 'id': 74823}, {'name': 'Jesse V. Johnson', 'gender': 2, 'department': 'Directing', 'job': 'Assistant Director', 'credit_id': '5745cf6ec3a3682a730005f8', 'id': 77295}, {'name': 'Ernie Malik', 'gender': 0, 'department': 'Crew', 'job': 'Unit Publicist', 'credit_id': '58bf3cb9c3a368513b00129f', 'id': 91941}, {'name': 'Thomas Schellenberg', 'gender': 0, 'department': 'Directing', 'job': 'Assistant Director', 'credit_id': '5745cf07c3a3681b3a00062a', 'id': 106117}, {'name': 'Jeremy Knaster', 'gender': 0, 'department': 'Lighting', 'job': 'Best Boy Electric', 'credit_id': '58bf3d38c3a368515e001217', 'id': 108147}, {'name': 'Jerry Gatlin', 'gender': 2, 'department': 'Crew', 'job': 'Stunt Coordinator', 'credit_id': '5745d1abc3a368698e00196a', 'id': 127314}, {'name': 'Barbara Harris', 'gender': 0, 'department': 'Sound', 'job': 'ADR & Dubbing', 'credit_id': '56a7b851c3a36828b800191b', 'id': 230436}, {'name': 'Daniel W. Barringer', 'gender': 0, 'department': 'Crew', 'job': 'Stunts', 'credit_id': '58bf3c5b92514136490013a5', 'id': 237921}, {'name': 'Monty Westmore', 'gender': 2, 'department': 'Costume & Make-Up', 'job': 'Makeup Artist', 'credit_id': '56ddbfe2c3a3685d67000070', 'id': 957990}, {'name': 'John R. Woodward', 'gender': 0, 'department': 'Directing', 'job': 'Assistant Director', 'credit_id': '5745ce97c3a3681b3a000618', 'id': 1123794}, {'name': 'Fred Culbertson', 'gender': 0, 'department': 'Crew', 'job': 'Transportation Captain', 'credit_id': '58bf3c75925141367b00138b', 'id': 1185588}, {'name': ""Robert 'Bobby Z' Zajonc"", 'gender': 2, 'department': 'Camera', 'job': 'Aerial Camera', 'credit_id': '58bf3af6c3a368513b00112c', 'id': 1278542}, {'name': 'Bob Williams', 'gender': 0, 'department': 'Crew', 'job': 'Special Effects', 'credit_id': '5745cfe092514127cb00067f', 'id': 1311828}, {'name': 'Kevin Haney', 'gender': 0, 'department': 'Costume & Make-Up', 'job': 'Makeup Artist', 'credit_id': '575221589251414c5a0004a2', 'id': 1319490}, {'name': 'Tommy Morgan', 'gender': 0, 'department': 'Sound', 'job': 'Additional Soundtrack', 'credit_id': '57c71a9d9251417366005714', 'id': 1325119}, {'name': 'Kevin Bartnof', 'gender': 0, 'department': 'Sound', 'job': 'Foley', 'credit_id': '58bf3def9251413649001528', 'id': 1376818}, {'name': 'Marvin E. Lewis', 'gender': 0, 'department': 'Sound', 'job': 'Boom Operator', 'credit_id': '58bf3dc692514136700012ce', 'id': 1378229}, {'name': 'Sebastian Milito', 'gender': 0, 'department': 'Art', 'job': 'Construction Coordinator', 'credit_id': '58bf39b8c3a3685146000f7d', 'id': 1392236}, {'name': 'David Marder', 'gender': 0, 'department': 'Crew', 'job': 'Transportation Coordinator', 'credit_id': '58bf3c8c92514136490013df', 'id': 1392250}, {'name': 'Melissa Taylor', 'gender': 0, 'department': 'Visual Effects', 'job': 'Visual Effects Producer', 'credit_id': '5745d12492514153c1002735', 'id': 1400821}, {'name': 'Dick Hancock', 'gender': 2, 'department': 'Crew', 'job': 'Stunts', 'credit_id': '574b1d2892514140010016b3', 'id': 1401262}, {'name': ""Bill O'Leary"", 'gender': 0, 'department': 'Lighting', 'job': 'Gaffer', 'credit_id': '5745d4be925141323200065b', 'id': 1401997}, {'name': 'Antoinette J. Gordon', 'gender': 0, 'department': 'Art', 'job': 'Set Designer', 'credit_id': '58bf3a38c3a368518200107b', 'id': 1405708}, {'name': 'Dennis S. Sands', 'gender': 2, 'department': 'Sound', 'job': 'Scoring Mixer', 'credit_id': '58bf3e45c3a368516c00135a', 'id': 1413169}, {'name': 'Petra Bach', 'gender': 0, 'department': 'Sound', 'job': 'ADR Supervisor', 'credit_id': '58bf3db7925141368b001495', 'id': 1424155}, {'name': 'Kokayi Ampah', 'gender': 0, 'department': 'Production', 'job': 'Location Manager', 'credit_id': '58bf3d87c3a368513b001340', 'id': 1432028}, {'name': 'Kokayi Ampah', 'gender': 0, 'department': 'Production', 'job': 'Production Supervisor', 'credit_id': '5745ce219251416594000d77', 'id': 1432028}, {'name': 'Bruce Bell', 'gender': 0, 'department': 'Sound', 'job': 'Sound Editor', 'credit_id': '58bf3e60c3a368515e0012d5', 'id': 1439690}, {'name': 'John Stacy', 'gender': 2, 'department': 'Sound', 'job': 'Supervising Sound Editor', 'credit_id': '58bf3e7fc3a3685121001476', 'id': 1455403}, {'name': 'Richie Ford', 'gender': 0, 'department': 'Lighting', 'job': 'Rigging Gaffer', 'credit_id': '5681e2239251412e52010596', 'id': 1464521}, {'name': 'Roy Bryson', 'gender': 0, 'department': 'Costume & Make-Up', 'job': 'Hairstylist', 'credit_id': '5745cdd89251413e5e002ef7', 'id': 1470182}, {'name': 'Paul J. Zydel', 'gender': 0, 'department': 'Sound', 'job': 'ADR & Dubbing', 'credit_id': '565897f09251416dd30033bd', 'id': 1541839}, {'name': 'Willie D. Burton', 'gender': 2, 'department': 'Sound', 'job': 'Production Sound Mixer', 'credit_id': '58bf3e2fc3a368515e0012ba', 'id': 1546115}, {'name': 'Thomas Pasatieri', 'gender': 0, 'department': 'Sound', 'job': 'Orchestrator', 'credit_id': '58bf3e169251413649001545', 'id': 1549209}, {'name': 'John Soukup', 'gender': 2, 'department': 'Crew', 'job': 'Sound Recordist', 'credit_id': '5672ef2992514157b70008b0', 'id': 1550237}, {'name': 'Jack Keller', 'gender': 2, 'department': 'Crew', 'job': 'Sound Recordist', 'credit_id': '5675ec3cc3a36816800039d7', 'id': 1551320}, {'name': 'David Orr', 'gender': 0, 'department': 'Editing', 'job': 'Color Timer', 'credit_id': '568f066e9251416b52003ed1', 'id': 1552549}, {'name': 'Bobby Mancuso', 'gender': 0, 'department': 'Crew', 'job': 'Cinematography', 'credit_id': '5681e315c3a3686075010d8b', 'id': 1555028}, {'name': 'Robert C. Lusted', 'gender': 0, 'department': 'Editing', 'job': 'Assistant Editor', 'credit_id': '570156b1925141607a0002c1', 'id': 1558250}, {'name': 'Andy Harris', 'gender': 0, 'department': 'Crew', 'job': 'Cinematography', 'credit_id': '5824b35d9251416d180008ee', 'id': 1573081}, {'name': 'Alan Jacques', 'gender': 0, 'department': 'Crew', 'job': 'Projection', 'credit_id': '58bf3bf992514136770012d9', 'id': 1611791}, {'name': 'Earl F. Betts', 'gender': 0, 'department': 'Crew', 'job': 'Propmaker', 'credit_id': '58bf3c0ec3a36851820011ef', 'id': 1621232}, {'name': 'Michael P. Weinstein', 'gender': 0, 'department': 'Camera', 'job': 'Still Photographer', 'credit_id': '58bf3b21925141367b001251', 'id': 1712066}, {'name': 'Rhonda Yeater', 'gender': 0, 'department': 'Art', 'job': 'Art Department Assistant', 'credit_id': '58bf3964c3a368515e000efd', 'id': 1771822}, {'name': 'Jack Evans', 'gender': 0, 'department': 'Art', 'job': 'Assistant Art Director', 'credit_id': '58bf39a9c3a368513b00104a', 'id': 1771823}, {'name': 'Dixwell Stillman', 'gender': 0, 'department': 'Art', 'job': 'Construction Foreman', 'credit_id': '58bf39ccc3a3685146000f91', 'id': 1771824}, {'name': 'Blair Gibeau', 'gender': 0, 'department': 'Art', 'job': 'Painter', 'credit_id': '58bf39ddc3a368516c001018', 'id': 1771825}, {'name': 'Todd Hatfield', 'gender': 0, 'department': 'Art', 'job': 'Standby Painter', 'credit_id': '58bf3a7dc3a3685146001001', 'id': 1771827}, {'name': 'Robin Brown', 'gender': 0, 'department': 'Camera', 'job': 'First Assistant Camera', 'credit_id': '58bf3ad2c3a3685146001054', 'id': 1771830}, {'name': 'Don Cerrone', 'gender': 0, 'department': 'Camera', 'job': 'Key Grip', 'credit_id': '58bf3ae4925141367b001229', 'id': 1771831}, {'name': 'Gerrit Dangremond', 'gender': 0, 'department': 'Camera', 'job': 'Steadicam Operator', 'credit_id': '58bf3b14925141367b001243', 'id': 1771832}, {'name': 'Carol Buckler', 'gender': 0, 'department': 'Costume & Make-Up', 'job': 'Seamstress', 'credit_id': '58bf3b3fc3a3685182001149', 'id': 1771834}, {'name': 'Jack Hering', 'gender': 0, 'department': 'Costume & Make-Up', 'job': 'Set Dressing Artist', 'credit_id': '58bf3b57c3a3685152001106', 'id': 1771836}, {'name': 'Paul Wells', 'gender': 0, 'department': 'Crew', 'job': 'Carpenter', 'credit_id': '58bf3b8cc3a368512100122d', 'id': 1771838}, {'name': 'Brian Boggs', 'gender': 0, 'department': 'Crew', 'job': 'Craft Service', 'credit_id': '58bf3b9a925141367b0012b7', 'id': 1771839}, {'name': 'Robert Conrad', 'gender': 0, 'department': 'Crew', 'job': 'Driver', 'credit_id': '58bf3badc3a368517700115e', 'id': 1771840}, {'name': 'Dan Goldwasser', 'gender': 0, 'department': 'Crew', 'job': 'Executive Music Producer', 'credit_id': '58bf3bbcc3a368516c00114e', 'id': 1771841}, {'name': 'Hope A. Nielsen', 'gender': 0, 'department': 'Crew', 'job': 'Loader', 'credit_id': '58bf3bcac3a3685177001174', 'id': 1771842}, {'name': 'Mario Simon', 'gender': 0, 'department': 'Crew', 'job': 'Picture Car Coordinator', 'credit_id': '58bf3bdac3a3685146001109', 'id': 1771843}, {'name': 'Beth Hickman', 'gender': 0, 'department': 'Production', 'job': 'Production Office Coordinator', 'credit_id': '58bf3becc3a368515200118b', 'id': 1771844}, {'name': 'Tom Shaw Jr.', 'gender': 0, 'department': 'Art', 'job': 'Property Master', 'credit_id': '58bf3c21c3a368513b00121c', 'id': 1771847}, {'name': 'Jesse E. Johnson', 'gender': 0, 'department': 'Crew', 'job': 'Set Production Assistant', 'credit_id': '58bf3c33925141367b001355', 'id': 1771850}, {'name': 'Van Scarboro', 'gender': 0, 'department': 'Crew', 'job': 'Video Assist Operator', 'credit_id': '58bf3cd8c3a368515e0011ab', 'id': 1771855}, {'name': 'Patricia A. Galvin', 'gender': 0, 'department': 'Editing', 'job': 'First Assistant Editor', 'credit_id': '58bf3d1dc3a368515200129d', 'id': 1771858}, {'name': 'Kurt Dale Hartman', 'gender': 0, 'department': 'Lighting', 'job': 'Electrician', 'credit_id': '58bf3d56c3a36851520012d7', 'id': 1771859}, {'name': 'Rex Buckingham', 'gender': 0, 'department': 'Lighting', 'job': 'Rigging Grip', 'credit_id': '58bf3d74c3a36851520012f6', 'id': 1771861}, {'name': 'Ramona S\\u00e1nchez-Waggoner', 'gender': 0, 'department': 'Production', 'job': 'Production Accountant', 'credit_id': '58bf3d9cc3a3685152001316', 'id': 1771862}, {'name': 'Lori Martino', 'gender': 0, 'department': 'Sound', 'job': 'Assistant Sound Editor', 'credit_id': '58bf3ddec3a368515e001289', 'id': 1771864}, {'name': 'Pete von Sholly', 'gender': 0, 'department': 'Writing', 'job': 'Storyboard', 'credit_id': '58bf3ea99251413670001377', 'id': 1771866}, {'name': 'Dennis Baker', 'gender': 0, 'department': 'Crew', 'job': 'Thanks', 'credit_id': '58bf3ebe92514136770014e4', 'id': 1771867}]",Frank Darabont
1,6000000,Drama Crime,http://www.thegodfather.com/,238,italy love at first sight loss of father patriarch organized crime,en,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",143.659698,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Alfran Productions"", ""id"": 10211}]",26372,245066411,175,An offer you can't refuse.,The Godfather,8.4,5893,Marlon Brando Al Pacino James Caan Richard S. Castellano Robert Duvall,"[{'name': 'Francis Ford Coppola', 'gender': 2, 'department': 'Directing', 'job': 'Director', 'credit_id': '52fe422bc3a36847f80093c9', 'id': 1776}, {'name': 'Francis Ford Coppola', 'gender': 2, 'department': 'Writing', 'job': 'Screenplay', 'credit_id': '52fe422bc3a36847f80093db', 'id': 1776}, {'name': 'Gray Frederickson', 'gender': 2, 'department': 'Production', 'job': 'Associate Producer', 'credit_id': '53884fe1c3a3681ad7004590', 'id': 2870}, {'name': 'Fred Roos', 'gender': 2, 'department': 'Production', 'job': 'Casting', 'credit_id': '53885041c3a3681ad700459b', 'id': 2871}, {'name': 'Dean Tavoularis', 'gender': 2, 'department': 'Art', 'job': 'Production Design', 'credit_id': '53884b4e0e0a261441005deb', 'id': 2875}, {'name': 'Albert S. Ruddy', 'gender': 2, 'department': 'Production', 'job': 'Producer', 'credit_id': '52fe422bc3a36847f80093cf', 'id': 457}, {'name': 'Louis DiGiaimo', 'gender': 2, 'department': 'Production', 'job': 'Casting', 'credit_id': '53885009c3a3682f780004c6', 'id': 949}, {'name': 'Mario Puzo', 'gender': 2, 'department': 'Writing', 'job': 'Screenplay', 'credit_id': '52fe422bc3a36847f80093d5', 'id': 3083}, {'name': 'Mario Puzo', 'gender': 2, 'department': 'Writing', 'job': 'Novel', 'credit_id': '538848cec3a3681aea00405a', 'id': 3083}, {'name': 'Gordon Willis', 'gender': 2, 'department': 'Camera', 'job': 'Director of Photography', 'credit_id': '538848a0c3a3681ae3004283', 'id': 3097}, {'name': 'Nino Rota', 'gender': 2, 'department': 'Sound', 'job': 'Original Music Composer', 'credit_id': '538848b1c3a3681aea004056', 'id': 3098}, {'name': 'William Reynolds', 'gender': 2, 'department': 'Editing', 'job': 'Editor', 'credit_id': '52fe422bc3a36847f80093ed', 'id': 3099}, {'name': 'Peter Zinner', 'gender': 2, 'department': 'Editing', 'job': 'Editor', 'credit_id': '52fe422bc3a36847f80093f3', 'id': 3100}, {'name': 'Andrea Eastman', 'gender': 0, 'department': 'Production', 'job': 'Casting', 'credit_id': '53885029c3a3681ad7004596', 'id': 3101}, {'name': 'Charles Grenzbach', 'gender': 0, 'department': 'Sound', 'job': 'Sound Re-Recording Mixer', 'credit_id': '570006ec9251417647000790', 'id': 3103}, {'name': 'Chris Newman', 'gender': 2, 'department': 'Sound', 'job': 'Sound', 'credit_id': '569d53449251415e67004177', 'id': 3104}, {'name': 'Richard Portman', 'gender': 2, 'department': 'Sound', 'job': 'Sound Re-Recording Mixer', 'credit_id': '568c060ac3a3685f89018710', 'id': 3105}, {'name': 'John C. Hammell', 'gender': 0, 'department': 'Sound', 'job': 'Music Editor', 'credit_id': '56cb4864c3a3684e2500045e', 'id': 3106}, {'name': 'Valerio De Paolis', 'gender': 0, 'department': 'Production', 'job': 'Production Manager', 'credit_id': '563e3d18c3a3681b5402d6d3', 'id': 6099}, {'name': 'Anna Hill Johnstone', 'gender': 1, 'department': 'Costume & Make-Up', 'job': 'Costume Design', 'credit_id': '53884fc3c3a3681add0044ad', 'id': 6851}, {'name': 'Philip Leto', 'gender': 0, 'department': 'Costume & Make-Up', 'job': 'Hairstylist', 'credit_id': '56a76fd49251412a04002fa6', 'id': 16194}, {'name': 'Fred T. Gallo', 'gender': 2, 'department': 'Directing', 'job': 'Assistant Director', 'credit_id': '5669bc54925141738300181e', 'id': 10546}, {'name': 'Fred C. Caruso', 'gender': 0, 'department': 'Production', 'job': 'Unit Production Manager', 'credit_id': '57447bba925141110900063d', 'id': 11789}, {'name': 'Robert Evans', 'gender': 2, 'department': 'Production', 'job': 'Executive Producer', 'credit_id': '57447b41c3a36807770006ab', 'id': 12288}, {'name': 'Sass Bedig', 'gender': 0, 'department': 'Crew', 'job': 'Special Effects', 'credit_id': '57448523925141218f000400', 'id': 14059}, {'name': 'Dick Smith', 'gender': 0, 'department': 'Costume & Make-Up', 'job': 'Makeup Artist', 'credit_id': '56a76ff8c3a36819c9002fcb', 'id': 29654}, {'name': 'Philip Smith', 'gender': 2, 'department': 'Art', 'job': 'Set Decoration', 'credit_id': '53884fb2c3a3681ad700458c', 'id': 30580}, {'name': 'Warren Clymer', 'gender': 0, 'department': 'Art', 'job': 'Art Direction', 'credit_id': '53884f8dc3a3681add0044a6', 'id': 81519}, {'name': 'George Newman', 'gender': 0, 'department': 'Costume & Make-Up', 'job': 'Costume Supervisor', 'credit_id': '574487b9c3a3680762000a52', 'id': 81532}, {'name': 'Marilyn Putnam', 'gender': 0, 'department': 'Costume & Make-Up', 'job': 'Costume Design', 'credit_id': '57448872925141218f000515', 'id': 81533}, {'name': 'Joe Bucaro III', 'gender': 2, 'department': 'Crew', 'job': 'Stunts', 'credit_id': '574486e0c3a368076b000ac6', 'id': 51302}, {'name': 'Joe Lombardi', 'gender': 0, 'department': 'Crew', 'job': 'Special Effects', 'credit_id': '574485a9925141218f000420', 'id': 96912}, {'name': 'Stephen F. Kesten', 'gender': 2, 'department': 'Directing', 'job': 'Assistant Director', 'credit_id': '57447cecc3a368076b00078b', 'id': 718968}, {'name': 'Paul J. Lombardi', 'gender': 2, 'department': 'Visual Effects', 'job': 'Special Effects Supervisor', 'credit_id': '5744865f92514120a70004b3', 'id': 1318092}, {'name': 'Paul Baxley', 'gender': 2, 'department': 'Crew', 'job': 'Stunt Coordinator', 'credit_id': '574486b4c3a3681c760004a9', 'id': 1433439}, {'name': 'Phil Rhodes', 'gender': 0, 'department': 'Costume & Make-Up', 'job': 'Makeup Artist', 'credit_id': '56a76fc79251412a04002fa3', 'id': 1518601}, {'name': 'Robert Ward', 'gender': 2, 'department': 'Camera', 'job': 'Grip', 'credit_id': '566871e5c3a36836ac0038f7', 'id': 1546904}, {'name': 'Riccardo Bertoni', 'gender': 0, 'department': 'Production', 'job': 'Casting', 'credit_id': '57448778c3a3680777000a42', 'id': 1547035}, {'name': 'Steven Burnett', 'gender': 0, 'department': 'Crew', 'job': 'Stunts', 'credit_id': '5744870d92514133d400001b', 'id': 1614958}, {'name': 'Ned Kopp', 'gender': 0, 'department': 'Production', 'job': 'Production Manager', 'credit_id': '57447c09925141110f000695', 'id': 1625346}, {'name': 'Tony Brandt', 'gender': 0, 'department': 'Directing', 'job': 'Assistant Director', 'credit_id': '57447c4ec3a3681cc30001ae', 'id': 1625347}, {'name': 'Carl Fortina', 'gender': 0, 'department': 'Sound', 'job': 'Musician', 'credit_id': '58e3cf17c3a3684aa40124b5', 'id': 1789636}]",Francis Ford Coppola
